                         District 06042028  Recovered  Quarantine  Critical  Total Deaths
        Altenkirchen (Westerwald)       71         27           0         2             1
                      Alzey-Worms      107         41           0         2             0
                     Bad Dürkheim      222         94           0         0             4
                    Bad Kreuznach      137         33         107         0             1
              Bernkastel-Wittlich       87         37           0         2             0
                       Birkenfeld       53         12         220         0             0
                      Cochem-Zell      119         70           0         0             0
                 Donnersbergkreis       73         31         286         0             1
          Eifelkreis Bitburg-Prüm      124         31           0         0             1
              Frankenthal (Pfalz)       28          0           0         0             0
                      Germersheim      100         38           0         0             1
                   Kaiserslautern       72         13           0         0             1
                   Kaiserslautern       77         24           0         0             0
                          Koblenz      177         50           0         0             7
                            Kusel       64         42          22         0             0
              Landau in der Pfalz       51          9           0         0             0
            Ludwigshafen am Rhein      139          0           0         0             0
                            Mainz      266          0           0         0             1
                     Mainz-Bingen      223        210           0         0             3
                    Mayen-Koblenz      259        110           0         0             2
       Neustadt an der Weinstraße       75         35           0         0             1
                          Neuwied      161          6           0         0             2
                        Pirmasens       23          0           0         0             0
             Rhein-Hunsrück-Kreis      124         58           0         0             0
                 Rhein-Lahn-Kreis      118         46           0         1             2
                Rhein-Pfalz-Kreis      158          0           0         0             1
                           Speyer       40          0          60         0             0
              Südliche Weinstraße      120         36           0         0             0
                     Südwestpfalz       76         24           0         0             2
                            Trier       73         34           0         0             0
                   Trier-Saarburg      111         48           0         0             2
                      Vulkaneifel       86         31           0         0             1
                  Westerwaldkreis      227         75         194         0             7
                            Worms      111         36           0         0             2
                      Zweibrücken       26          0           0         0             0
                  Alb-Donau-Kreis      387        221           0         0             3
                      Baden-Baden      113          0           0         0             4
                         Biberach      342          0           0         0             4
                        Böblingen     1028        251           0         0            18
                    Bodenseekreis      238        180         302         0             5
         Breisgau-Hochschwarzwald      708          0           0         0            16
                             Calw      449        159           0         0            11
                      Emmendingen      407         34           0         0            21
                         Enzkreis      205        105           0         0             3
                        Esslingen     1168        451           0         0            34
             Freiburg im Breisgau      690          0           0         0            20
                     Freudenstadt      288          0          13         5             4
                        Göppingen      544        183           0        12            16
                       Heidelberg      243        107         356         0             4
                       Heidenheim      291         83           0         0            10
                        Heilbronn      274          0           0         0             1
                        Heilbronn      541         83           0         0             8
                   Hohenlohekreis      594        295        1906         3            15
                        Karlsruhe      245         82           0         0             3
                        Karlsruhe      657        184           0         0            12
                         Konstanz      307         97         111         0             4
                          Lörrach      406        140           0         9            15
                      Ludwigsburg     1088        178           0         0            18
                Main-Tauber-Kreis      250         47           0         0             1
                         Mannheim      326        133           0         0             3
            Neckar-Odenwald-Kreis      149         42           0         0             6
                     Ortenaukreis      640          9           0         0            38
                      Ostalbkreis      676        337           0         0             5
                        Pforzheim       74          0           0         0             3
                          Rastatt      376        130           0         0             2
                       Ravensburg      420        115           0         0             4
                  Rems-Murr-Kreis      809        137           0         0            11
                       Reutlingen      711        233           0         0            14
               Rhein-Neckar-Kreis      726        331        1066         0            15
                         Rottweil      301         85           2         0             4
                  Schwäbisch Hall      722        222           0         0            23
           Schwarzwald-Baar-Kreis      316         96          80         0             3
                      Sigmaringen      543        189           0         0            15
                        Stuttgart     1024        470        1500         0            12
                         Tübingen      980        130           0        24            13
                       Tuttlingen      299         25         238         0             4
                              Ulm      196          0           0         0             1
                         Waldshut      193         67           0         0             8
                  Zollernalbkreis      569         95           0        13            18
                Aichach-Friedberg      176         80         175         4             5
                        Altötting      276          0           0         6             6
                           Amberg       34          0           0         0             1
                  Amberg-Sulzbach      142          0          60         0             3
                          Ansbach       61          1           0         0             0
                          Ansbach      272         19           0         0             2
                    Aschaffenburg       68          0           0         0             0
                    Aschaffenburg      249          0           0         0            12
                         Augsburg      256         75         561         0             4
                         Augsburg      262         86           0         0             1
                    Bad Kissingen      133         32         264         0             1
          Bad Tölz-Wolfratshausen      272        147          54         3             4
                          Bamberg      118          0           0         0             1
                          Bamberg      280         60           0        11            10
                         Bayreuth       95         19           0         7             2
                         Bayreuth      212         32           0        12             3
             Berchtesgadener Land      169         47         155         7             3
                             Cham      292          0           0         2             5
                           Coburg       32          0          30         0             0
                           Coburg       85         42         270         0             1
                           Dachau      514         67         646         0             9
                       Deggendorf      157         71           0         0             4
               Dillingen ad Donau       90          0         197         0             1
                Dingolfing-Landau      138          2           0         0             1
                       Donau-Ries      216          0           0         0             5
                        Ebersberg      284        132         312         5             1
                        Eichstätt      134          0         367         0             3
                           Erding      424        118           0         7             3
                         Erlangen      146          0           0         0             1
               Erlangen-Höchstadt      122          0           0         0             1
                        Forchheim      149         20           0         2             2
                         Freising      674        300           0         0            14
                 Freyung-Grafenau      113         16         425         4             3
                 Fürstenfeldbruck      522         90           0         5             7
                            Fürth      169          0           0         0             3
                            Fürth      268         13           0         0             4
           Garmisch-Partenkirchen      183          0           0         0             1
                         Günzburg      149         23         273         0             1
                         Haßberge       90         21         167         0             0
                              Hof       68          9           0         0             1
                              Hof      220         47           0         0             3
                       Ingolstadt      215         51           0        15             4
                       Kaufbeuren       61          0           0         0             2
                          Kelheim      266        140         248         0            11
                 Kempten (Allgäu)       56         10           0         0             3
                        Kitzingen       61         14         247         0             0
                          Kronach       73         28         129         0             0
                         Kulmbach      111         22           0         0             2
                Landsberg am Lech      223          0           0         0             4
                         Landshut      160          0           0         0             3
                         Landshut      413        142           0        24            11
                      Lichtenfels      133         47           0         3             1
                Lindau (Bodensee)      190          0           0         0             4
                    Main-Spessart      107          0         280         3             2
                        Memmingen       40          0           0         0             0
                         Miesbach      418        150           0         7             3
                       Miltenberg      182         52           0         1             0
                   Mühldorf a Inn      285         12           0        12             5
                          München     3794       1240           0         0            16
                          München      904        378           0         0            10
                          Neu-Ulm      241         34           0         0             3
           Neuburg-Schrobenhausen      128         46           0         0             3
                  Neumarkt id OPf      146         21           0         0             2
  Neustadt ad Aisch-Bad Windsheim      118         10          59         0             3
             Neustadt ad Waldnaab      419          0           0         0            16
                         Nürnberg      503         50        1948         0             6
                  Nürnberger Land      383          0           0         5            11
                       Oberallgäu      137         34           0         0             3
                        Ostallgäu      312          0           0         0             7
                           Passau       90          0         100         8             3
                           Passau      267          0           0         8             7
              Pfaffenhofen ad Ilm      211         71         509         2             4
                            Regen       94          3           0         0             0
                       Regensburg      283          0           0         0             3
                       Regensburg      279          0           0         0             0
                    Rhön-Grabfeld       77         20          21         0             0
                        Rosenheim      198         35           0        35             4
                        Rosenheim     1189         47           0         0            31
                             Roth      187         17         125         0             3
                       Rottal-Inn      494        179         400        13            16
                        Schwabach       48          0           0         0             0
                       Schwandorf      263         28         600         0             8
                      Schweinfurt       90         10         230         0             7
                      Schweinfurt      257         45         485         0             4
                        Starnberg      417          0        1200         8             3
                        Straubing      180         30           0         5             5
                  Straubing-Bogen      223         20           0        10             7
                    Tirschenreuth      814          0           0         0            44
                       Traunstein      491         27           0        11            12
                      Unterallgäu      193          5           0         0             4
                    Weiden id OPf      142          0           0         0             4
                Weilheim-Schongau      288          0          70         5             1
          Weißenburg-Gunzenhausen      163          0           0         0             2
       Wunsiedel i Fichtelgebirge      422        132           0         0            10
                         Würzburg      363         95         860         0            34
                         Würzburg      293         76         691         0             0
                    Merzig-Wadern      127         33           0         0             1
                      Neunkirchen      159          0           0         0             0
      Regionalverband Saarbrücken      665         46           0        62            23
                        Saarlouis      296         58           0         0             3
                  Saarpfalz-Kreis      242         36           0         0             2
                        St Wendel      122         32           0         0             1
                           Berlin     3862       2097           0       133            28
                           Barnim      120         27         298         0             2
         Brandenburg an der Havel       33         10          78         0             1
                          Cottbus       34         17          79         1             0
                  Dahme-Spreewald      122         14         242         0             2
                      Elbe-Elster       61          6           0         0             1
                 Frankfurt (Oder)       14          0          10         0             0
                        Havelland      103          0           0         0             1
                Märkisch-Oderland      114         46         452         3             1
                        Oberhavel      141         38         956         0             2
            Oberspreewald-Lausitz       31          3         114         1             0
                       Oder-Spree       85         28          46         0             0
               Ostprignitz-Ruppin       31          1         175         0             0
                          Potsdam      273          8         650        15            14
               Potsdam-Mittelmark      204         12         231         0             6
                         Prignitz       15          0           0         0             0
                      Spree-Neiße       51         26          55         0             0
                   Teltow-Fläming       71         13          89         0             0
                        Uckermark       22          0           0         2             1
              Ludwigslust-Parchim       54         28           0         0             1
      Mecklenburgische Seenplatte       94         18           0         0             4
              Nordwestmecklenburg       51         24         183         0             1
                          Rostock       65         36           0        11             0
                          Rostock       46         10           0         0             1
                         Schwerin       77         30          87         0             0
            Vorpommern-Greifswald       82         16           0         0             1
                 Vorpommern-Rügen       62         22           0         0             1
                          Bautzen      215         48         465         0             2
                         Chemnitz      148          0           0         0             3
                          Dresden      455        642           0         0             4
                  Erzgebirgskreis      303          0        1605         0            10
                          Görlitz      181         18         177         1             4
                          Leipzig      420          0        1207         0             2
                          Leipzig      137         48         157         0             3
                           Meißen      122         28         210         3             3
                    Mittelsachsen      164         59         334         0             1
                      Nordsachsen       78         15         190         0             0
 Sächsische Schweiz-Osterzgebirge      255         43           0         0             1
                    Vogtlandkreis      161         39           0         0             1
                          Zwickau      510          0         697         0            10
           Altmarkkreis Salzwedel       21          0          49         0             0
                Anhalt-Bitterfeld       49         11         105         0             0
                            Börde       69         35           0         0             0
                  Burgenlandkreis       54         23         155         0             0
                    Dessau-Roßlau       35          0           0         0             1
                    Halle (Saale)      217         59         600        12             3
                             Harz       92         22         210         0             1
                  Jerichower Land       26          7         121         0             1
                        Magdeburg       89        232           0         0             1
                 Mansfeld-Südharz       30          0         161         0             1
                       Saalekreis       84         12         234         0             1
                    Salzlandkreis       56         21          75         0             0
                          Stendal       66          0         370         0             2
                       Wittenberg      113          0          89         0             1
                 Altenburger Land       31         11           0         2             0
                        Eichsfeld       73         11           0         2             1
                         Eisenach        9          1           4         1             0
                           Erfurt       97        319         879         1             0
                             Gera       37          3           0         0             0
                            Gotha       38         10           0         0             1
                            Greiz      194          8           0         6             9
                   Hildburghausen       11          0           0         0             1
                        Ilm-Kreis       95         29         463         1             1
                             Jena      142         36           0         2             1
                  Kyffhäuserkreis       27         16          83         0             0
                       Nordhausen       21          2           0         1             0
             Saale-Holzland-Kreis       46         20         246         0             0
                 Saale-Orla-Kreis       70          4           0         0             3
              Saalfeld-Rudolstadt       52         19         136         0             0
           Schmalkalden-Meiningen       36         26          78         0             0
                         Sömmerda       30          3           6         0             0
                        Sonneberg       36         12           0         1             1
                             Suhl       10          1          22         3             0
            Unstrut-Hainich-Kreis       35          7         278         0             0
                    Wartburgkreis       29         13         135         5             0
                           Weimar       49          6           0         0             0
                    Weimarer Land       53          3           0         0             0
