                          District 27032231  Recovered  Quarantine  Critical  Total Deaths
                   Vogelsbergkreis       63          5           6         1             0
               Waldeck-Frankenberg       63          0           0         0             0
               Werra-Meißner-Kreis       63          3         100         0             0
                     Wetteraukreis       63          0           0         0             0
                         Wiesbaden       63          0        3000         0             1
                         Ahrweiler       63          0         357         0             1
         Altenkirchen (Westerwald)       63          8           0         1             0
                       Alzey-Worms       63         11           0         3             0
                      Bad Dürkheim       63          0           0         0             2
                     Bad Kreuznach       63          0           0         5             0
               Bernkastel-Wittlich       63          8           0         1             0
                        Birkenfeld       63          0         550         5             0
                       Cochem-Zell       63          0           0         0             0
                  Donnersbergkreis       63          0         203         2             0
           Eifelkreis Bitburg-Prüm       63         12           0         0             0
               Frankenthal (Pfalz)       63          0           0         0             0
                       Germersheim       63          0           0         0             1
                    Kaiserslautern       63          1           0         3             0
                    Kaiserslautern       63          0           0         0             0
                           Koblenz       63          0           0         0             3
                             Kusel       63          0           0         0             0
               Landau in der Pfalz       63          0           0         0             0
             Ludwigshafen am Rhein       63          0           0         0             0
                             Mainz       63          0           0         0             0
                      Mainz-Bingen       63          0           0         0             0
                     Mayen-Koblenz       63          0           0         0             1
        Neustadt an der Weinstraße       63          0           0         0             1
                           Neuwied       63          0           0         0             1
                         Pirmasens       63          0           0         0             0
              Rhein-Hunsrück-Kreis       63          0           0         0             0
                  Rhein-Lahn-Kreis       63          0           0         3             1
                 Rhein-Pfalz-Kreis       63          0           0         0             0
                            Speyer       63          0          37         0             0
               Südliche Weinstraße       63          0           0         0             0
                      Südwestpfalz       63          0           0         0             0
                             Trier       63          1           0         7             0
                    Trier-Saarburg       63          0           0         0             0
                       Vulkaneifel       63          8           0         0             0
                   Westerwaldkreis       63          0        1020         0             1
                             Worms       63          1           0         0             0
                       Zweibrücken       63          0           0         0             0
                   Alb-Donau-Kreis       63          0           0         0             1
                       Baden-Baden       63         23           0         0             2
                          Biberach       63          0           0         0             2
                         Böblingen       63         10           0        24             7
                     Bodenseekreis       63         56         457         6             0
          Breisgau-Hochschwarzwald       63          0           0         0             3
                              Calw       63          0           0         0             3
                       Emmendingen       63          0           0         0             7
                          Enzkreis       63          0           0         0             1
                         Esslingen       63          0           0         0             6
              Freiburg im Breisgau       63          0           0         0             6
                      Freudenstadt       63          0          13         3             0
                         Göppingen       63          0           0        44             5
                        Heidelberg       63         25         358         0             0
                        Heidenheim       63         16           0         0             4
                         Heilbronn       63          0           0         0             0
                         Heilbronn       63         44           0         0             5
                    Hohenlohekreis       63          0        1906         0             3
                         Karlsruhe       63         25           0         0             2
                         Karlsruhe       63         26           0         0             1
                          Konstanz       63         12         111        12             1
                           Lörrach       63          9           0         0             3
                       Ludwigsburg       63          6           0        40             2
                 Main-Tauber-Kreis       63         23           0         4             0
                          Mannheim       63         29           0         0             0
             Neckar-Odenwald-Kreis       63          0           0         0             1
                      Ortenaukreis       63          9           0         0             5
                       Ostalbkreis       63          0           0         0             0
                         Pforzheim       63          0           0         0             0
                           Rastatt       63          0           0         0             0
                        Ravensburg       63         35           0         0             0
                   Rems-Murr-Kreis       63          2           0         0             3
                        Reutlingen       63          7           0         0             5
                Rhein-Neckar-Kreis       63         79        1274         0             4
                          Rottweil       63          0           2         0             2
                   Schwäbisch Hall       63         33           0         0            10
            Schwarzwald-Baar-Kreis       63          0          80         0             0
                       Sigmaringen       63         32           0         0             2
                         Stuttgart       63          8        1500         0             5
                          Tübingen       63          0           0        19             2
                        Tuttlingen       63          0          33         7             2
                               Ulm       63          0           0         0             0
                          Waldshut       63          4           0         0             1
                   Zollernalbkreis       63         21           0        19             4
                 Aichach-Friedberg       63          5         325         0             0
                         Altötting       63          0           0         0             1
                            Amberg       63          0           0         0             0
                   Amberg-Sulzbach       63          0          60         0             2
                           Ansbach       63          0           0         0             0
                           Ansbach       63          0           0         0             0
                     Aschaffenburg       63          0           0         0             0
                     Aschaffenburg       63          0           0         0             1
                          Augsburg       63         11           0         0             2
                          Augsburg       63          0           0         0             0
                     Bad Kissingen       63          1         251         0             0
           Bad Tölz-Wolfratshausen       63          3          54         4             0
                           Bamberg       63          0           0         0             0
                           Bamberg       63          6           0         4             1
                          Bayreuth       63          0           0        26             0
                          Bayreuth       63          0           0         0             2
              Berchtesgadener Land       63          4         300         5             0
                              Cham       63          0           0         1             0
                            Coburg       63          0          10         0             0
                            Coburg       63          0          27         0             0
                            Dachau       63         23           0         0             0
                        Deggendorf       63          0           0         2             0
              Dillingen a.d. Donau       63          0          36         0             1
                 Dingolfing-Landau       63          2           0         2             0
                        Donau-Ries       63          0           0         0             0
                         Ebersberg       63         27         356        11             0
                         Eichstätt       63          0         230         0             0
                            Erding       63          0           0        22             0
                          Erlangen       63          0           0         0             0
                Erlangen-Höchstadt       63          0           0         0             0
                         Forchheim       63          0           0         0             0
                          Freising       63         80           0         0             7
                  Freyung-Grafenau       63          0         400         7             1
                  Fürstenfeldbruck       63          0           0         0             2
                             Fürth       63          0           0         0             0
                             Fürth       63          0           0         0             2
            Garmisch-Partenkirchen       63          0           0         0             0
                          Günzburg       63          0         318         0             0
                          Haßberge       63          0         257         0             0
                               Hof       63          1           0         0             0
                               Hof       63          3           0         0             0
                        Ingolstadt       63          4           0         0             0
                        Kaufbeuren       63          0           0         0             0
                           Kelheim       63          0         248         0             2
                  Kempten (Allgäu)       63          0           0         0             0
                         Kitzingen       63          1          91         0             0
                           Kronach       63          0         165         0             0
                          Kulmbach       63          0           0        10             0
                 Landsberg am Lech       63          0           0         0             0
                          Landshut       63        281           0         0             0
                          Landshut       63        281           0         0             5
                       Lichtenfels       63          0           0         0             0
                 Lindau (Bodensee)       63          0           0         0             0
                     Main-Spessart       63          0         322         0             1
                         Memmingen       63          0           0         0             0
                          Miesbach       63         34           0         6             0
                        Miltenberg       63          5           0         1             0
                   Mühldorf a. Inn       63          1           0        21             0
                           München       63          4           0         0             3
                           München       63          0           0         0             2
                           Neu-Ulm       63          0           0         7             0
            Neuburg-Schrobenhausen       63          0           0         0             0
                Neumarkt i.d. OPf.       63          9           0         0             1
 Neustadt a.d. Aisch-Bad Windsheim       63          0           0         0             0
            Neustadt a.d. Waldnaab       63          0           0         0             2
                          Nürnberg       63         23        1047         4             1
                   Nürnberger Land       63          0           0        18             3
                        Oberallgäu       63          0           0         0             2
                         Ostallgäu       63          0           0         0             1
                            Passau       63          0         100        11             0
                            Passau       63          0           0         0             1
             Pfaffenhofen a.d. Ilm       63          6         317         0             0
                             Regen       63          0           0         0             0
                        Regensburg       63          0           0         0             0
                        Regensburg       63          0           0         0             0
                     Rhön-Grabfeld       63          2          21         4             0
                         Rosenheim       63          0           0         0             0
                         Rosenheim       63          0           0        45             3
                              Roth       63          0           0         0             1
                        Rottal-Inn       63          6         400         9             0
                         Schwabach       63          0           0         0             0
                        Schwandorf       63          0         280        20             0
                       Schweinfurt       63          0         250         4             2
                       Schweinfurt       63          0         250         6             0
                         Starnberg       63          0        1200        29             1
                         Straubing       63          0           0         0             0
                   Straubing-Bogen       63          0           0         0             0
                     Tirschenreuth       63          0           0         0             8
                        Traunstein       63         10           0        24             3
                       Unterallgäu       63          5           0         4             2
                  Weiden i.d. OPf.       63          0           0         0             0
                 Weilheim-Schongau       63          0          70        20             1
           Weißenburg-Gunzenhausen       63          0           0         0             0
       Wunsiedel i. Fichtelgebirge       63          0           0         0             2
                          Würzburg       63          0         851         0            12
                          Würzburg       63          0         436         0             0
                     Merzig-Wadern       63          0           0         0             0
                       Neunkirchen       63          0           0         0             0
       Regionalverband Saarbrücken       63         27           0       100             4
                         Saarlouis       63          0           0         0             1
                   Saarpfalz-Kreis       63          0           0         0             1
                        St. Wendel       63          0           0         0             0
                            Berlin       63        384           0       314             8
                            Barnim       63          0         289         2             0
          Brandenburg an der Havel       63          0           0         1             0
                           Cottbus       63         11         208         1             0
                   Dahme-Spreewald       63          0         119         4             0
                       Elbe-Elster       63          2           0         1             0
                  Frankfurt (Oder)       63          0          59         0             0
                         Havelland       63          0           0         2             0
                 Märkisch-Oderland       63          7         686        11             0
                         Oberhavel       63          4         647         6             1
             Oberspreewald-Lausitz       63          1         240         0             0
                        Oder-Spree       63          5          46         3             0
                Ostprignitz-Ruppin       63          0           0         0             0
                           Potsdam       63          0         550        32             2
                Potsdam-Mittelmark       63          0         128         4             0
                          Prignitz       63          0           0         0             0
                       Spree-Neiße       63          6         131         1             0
                    Teltow-Fläming       63          4          83         2             0
                         Uckermark       63          0           0         2             0
               Ludwigslust-Parchim       63          0           0         0             0
       Mecklenburgische Seenplatte       63          0           0         0             0
               Nordwestmecklenburg       63          0         535         0             0
                           Rostock       63          1           0         0             0
                           Rostock       63          3           0         0             0
                          Schwerin       63          2          87         0             0
             Vorpommern-Greifswald       63          0           0         0             0
                  Vorpommern-Rügen       63          5           0         0             0
                           Bautzen       63          9         957         3             1
                          Chemnitz       63          0           0         0             0
                           Dresden       63          0           0         0             2
                   Erzgebirgskreis       63          0           0         0             0
                           Görlitz       63          6         224         4             1
                           Leipzig       63          0        1207        18             0
                           Leipzig       63          0         402         3             0
                            Meißen       63          0         412         6             1
                     Mittelsachsen       63          0         238         0             0
                       Nordsachsen       63          0         376         0             0
  Sächsische Schweiz-Osterzgebirge       63          2           0         0             0
                     Vogtlandkreis       63          0           0         0             1
                           Zwickau       63          0         635        11             3
            Altmarkkreis Salzwedel       63          0          95         2             0
                 Anhalt-Bitterfeld       63          0         190         0             0
                             Börde       63          2           0         0             0
                   Burgenlandkreis       63          3         159         0             0
                     Dessau-Roßlau       63          0           0         0             0
                     Halle (Saale)       63          0           0        25             1
                              Harz       63          0         259         0             0
                   Jerichower Land       63          0          94         0             0
                         Magdeburg       63          0           0         0             0
                  Mansfeld-Südharz       63          0         156         0             0
                        Saalekreis       63          0         218         0             0
                     Salzlandkreis       63          7         132         0             0
                           Stendal       63          0         270         0             1
                        Wittenberg       63          0          54         6             0
                  Altenburger Land       63          5           0         1             0
                         Eichsfeld       63          1           0         3             0
                          Eisenach       63          1           4         1             0
                            Erfurt       63         15         813         0             0
                              Gera       63          1           0         0             0
                             Gotha       63          0           0         0             0
                             Greiz       63          8           0         8             2
                    Hildburghausen       63          0           0         0             0
                         Ilm-Kreis       63          3         463         0             1
                              Jena       63          5           0         7             1
                   Kyffhäuserkreis       63          6           0         3             0
                        Nordhausen       63          1           0         2             0
              Saale-Holzland-Kreis       63          7         325         2             0
                  Saale-Orla-Kreis       63          3           0         3             0
               Saalfeld-Rudolstadt       63          3         220         1             0
            Schmalkalden-Meiningen       63          4           0         0             0
                          Sömmerda       63          2           6         2             0
                         Sonneberg       63          1           0         0             0
                              Suhl       63          1         552         1             0
             Unstrut-Hainich-Kreis       63          1         361         3             0
                     Wartburgkreis       63          4         135         1             0
                            Weimar       63          5           0         1             0
                     Weimarer Land       63          3           0         2             1
