                          District 27031901  Recovered  Quarantine  Critical  Total Deaths
                   Vogelsbergkreis       45          5           6         1             0
               Waldeck-Frankenberg       47          0           0         0             0
               Werra-Meißner-Kreis       14          3         100         0             0
                     Wetteraukreis       75          0           0         0             0
                         Wiesbaden      132          0        3000         0             1
                         Ahrweiler       61          0         357         0             1
         Altenkirchen (Westerwald)       39          8           0         1             0
                       Alzey-Worms       75         11           0         3             0
                      Bad Dürkheim      136          0           0         0             2
                     Bad Kreuznach       77          0           0         5             0
               Bernkastel-Wittlich       45          8           0         1             0
                        Birkenfeld       25          0         500         5             0
                       Cochem-Zell       87          0           0         0             0
                  Donnersbergkreis       52          0         203         2             0
           Eifelkreis Bitburg-Prüm       78         12           0         0             0
               Frankenthal (Pfalz)       18          0           0         0             0
                       Germersheim       51          0           0         0             1
                    Kaiserslautern       48          1           0         3             0
                    Kaiserslautern       54          0           0         0             0
                           Koblenz      127          0           0         0             3
                             Kusel       35          0           0         0             0
               Landau in der Pfalz       29          0           0         0             0
             Ludwigshafen am Rhein       52          0           0         0             0
                             Mainz      125          0           0         0             0
                      Mainz-Bingen       91          0           0         0             0
                     Mayen-Koblenz      178          0           0         0             1
        Neustadt an der Weinstraße       45          0           0         0             1
                           Neuwied      117          0           0         0             1
                         Pirmasens       12          0           0         0             0
              Rhein-Hunsrück-Kreis       79          0           0         0             0
                  Rhein-Lahn-Kreis       70          0           0         3             1
                 Rhein-Pfalz-Kreis       67          0           0         0             0
                            Speyer       22          0          37         0             0
               Südliche Weinstraße       60          0           0         0             0
                      Südwestpfalz       33          0           0         0             0
                             Trier       34          1           0         7             0
                    Trier-Saarburg       49          0           0         0             0
                       Vulkaneifel       35          7           0         0             0
                   Westerwaldkreis      115          0        1020         0             1
                             Worms       59          1           0         0             0
                       Zweibrücken        9          0           0         0             0
                   Alb-Donau-Kreis      197          0           0         0             1
                       Baden-Baden       47         23           0         0             1
                          Biberach      200          0           0         0             2
                         Böblingen      450         10           0        24             7
                     Bodenseekreis      186         56         457         6             0
          Breisgau-Hochschwarzwald      280          0           0         0             3
                              Calw      231          0           0         0             3
                       Emmendingen      191          0           0         0             7
                          Enzkreis       63          0           0         0             1
                         Esslingen      648          0           0         0             3
              Freiburg im Breisgau      333          0           0         0             6
                      Freudenstadt      125          0          13         3             0
                         Göppingen      298          0           0        44             3
                        Heidelberg      133         25         358         0             0
                        Heidenheim      169         12           0         0             1
                         Heilbronn      104          0           0         0             1
                         Heilbronn      331         44           0         0             5
                    Hohenlohekreis      350          0        1906         0             3
                         Karlsruhe      131         25           0         0             2
                         Karlsruhe      282         26           0         0             1
                          Konstanz      136          6         100         4             1
                           Lörrach      170          9           0         0             3
                       Ludwigsburg      543          6           0        31             2
                 Main-Tauber-Kreis       97         23           0         4             0
                          Mannheim      196         29           0         0             0
             Neckar-Odenwald-Kreis       72          0           0         0             1
                      Ortenaukreis      214          9           0         0             4
                       Ostalbkreis      390          0           0         0             0
                         Pforzheim       25          0           0         0             0
                           Rastatt      230          0           0         0             1
                        Ravensburg      320         34           0         0             0
                   Rems-Murr-Kreis      335          2           0         0             2
                        Reutlingen      222          7           0         0             4
                Rhein-Neckar-Kreis      460         79        1274         0             3
                          Rottweil       98          0           2         0             1
                   Schwäbisch Hall      311          0           0         0             6
            Schwarzwald-Baar-Kreis      153          0          80         0             0
                       Sigmaringen      262         32           0         0             2
                         Stuttgart      635          8        1500         0             4
                          Tübingen      525          0           0        19             2
                        Tuttlingen       85          0          33         7             1
                               Ulm      105          0           0         0             0
                          Waldshut       73          4           0         0             1
                   Zollernalbkreis      271          0           0        19             4
                 Aichach-Friedberg       90          5         325         0             0
                         Altötting       95          0           0         0             1
                            Amberg        7          0           0         0             0
                   Amberg-Sulzbach       47          0          60         0             2
                           Ansbach       21          0           0         0             0
                           Ansbach      100          0           0         0             0
                     Aschaffenburg       36          0           0         0             0
                     Aschaffenburg       90          0           0         0             1
                          Augsburg      130         11           0         0             2
                          Augsburg      152          0           0         0             0
                     Bad Kissingen       53          1         251         0             0
           Bad Tölz-Wolfratshausen      126          3          54         4             0
                           Bamberg       65          0           0         0             0
                           Bamberg      151          6           0         4             1
                          Bayreuth       56          0           0        26             0
                          Bayreuth      101          0           0         0             2
              Berchtesgadener Land       64          4         300         5             0
                              Cham      120          0           0         1             0
                            Coburg       17          0          10         0             0
                            Coburg       38          0          27         0             0
                            Dachau      243         14           0         0             0
                        Deggendorf      100          0           0         2             0
              Dillingen a.d. Donau       29          0          36         0             1
                 Dingolfing-Landau       75          2           0         2             0
                        Donau-Ries       67          0           0         0             0
                         Ebersberg      133         27         356        11             0
                         Eichstätt       53          0         230         0             0
                            Erding      213          0           0        22             0
                          Erlangen       66          0           0         0             0
                Erlangen-Höchstadt       48          0           0         0             0
                         Forchheim       73          0           0         0             0
                          Freising      360         80           0         0             7
                  Freyung-Grafenau       39          0         400         7             1
                  Fürstenfeldbruck      275          0           0         0             2
                             Fürth       44          0           0         0             0
                             Fürth       65          0           0         0             0
            Garmisch-Partenkirchen       87          0           0         0             0
                          Günzburg       68          0         277         0             0
                          Haßberge       36          0           0         0             0
                               Hof       20          1           0         0             0
                               Hof       75          3           0         0             0
                        Ingolstadt       31          3           0         0             0
                        Kaufbeuren       16          0           0         0             0
                           Kelheim       89          0         248         0             2
                  Kempten (Allgäu)       34          0           0         0             0
                         Kitzingen       23          0           0         0             0
                           Kronach       46          0         165         0             0
                          Kulmbach       69          0           0        10             0
                 Landsberg am Lech      109          0           0         0             0
                          Landshut       71        281           0         0             0
                          Landshut      200        281           0         0             5
                       Lichtenfels       54          0           0         0             0
                 Lindau (Bodensee)       93          0           0         0             0
                     Main-Spessart       41          0         322         0             1
                         Memmingen       26          0           0         0             0
                          Miesbach      240         34           0         6             0
                        Miltenberg       72          3           0         1             0
                   Mühldorf a. Inn       93          1           0        21             0
                           München     1845          4           0         0             3
                           München      462          0           0         0             2
                           Neu-Ulm      100          0           0         7             0
            Neuburg-Schrobenhausen       59          0           0         0             0
                Neumarkt i.d. OPf.       43          0           0         0             0
 Neustadt a.d. Aisch-Bad Windsheim       42          0           0         0             0
            Neustadt a.d. Waldnaab       99          0           0         0             2
                          Nürnberg      213         23        1047         4             1
                   Nürnberger Land      154          0           0        18             3
                        Oberallgäu       77          0           0         0             2
                         Ostallgäu      100          0           0         0             1
                            Passau       27          0         100        11             0
                            Passau       73          0           0         0             0
             Pfaffenhofen a.d. Ilm       56          6         317         0             0
                             Regen       40          0           0         0             0
                        Regensburg      133          0           0         0             0
                        Regensburg      121          0           0         0             0
                     Rhön-Grabfeld       37          2          21         4             0
                         Rosenheim       94          0           0         0             0
                         Rosenheim      630          0           0        45             3
                              Roth       60          0           0         0             0
                        Rottal-Inn      170          6         400         9             0
                         Schwabach       17          0           0         0             0
                        Schwandorf       76          0         280        20             0
                       Schweinfurt       19          0         162         4             0
                       Schweinfurt       74          0         250         6             0
                         Starnberg      233          0        1200        29             1
                         Straubing       66          0           0         0             0
                   Straubing-Bogen       67          0           0         0             0
                     Tirschenreuth      323          0           0         0             8
                        Traunstein      158         10           0        24             3
                       Unterallgäu       99          5           0         4             2
                  Weiden i.d. OPf.       40          0           0         0             0
                 Weilheim-Schongau      154          0          70        20             1
           Weißenburg-Gunzenhausen       74          0           0         0             0
       Wunsiedel i. Fichtelgebirge      115          0           0         0             2
                          Würzburg      204          0         851         0            11
                          Würzburg      172          0         436         0             1
                     Merzig-Wadern       41          0           0         0             0
                       Neunkirchen       78          0           0         0             0
       Regionalverband Saarbrücken      211         27           0         0             4
                         Saarlouis       96          0           0         0             1
                   Saarpfalz-Kreis      115          0           0         0             0
                        St. Wendel       73          0           0         0             0
                            Berlin     1955        384           0       281             8
                            Barnim       61          0         224         3             0
          Brandenburg an der Havel       14          0           0         1             0
                           Cottbus       29         11         208         1             0
                   Dahme-Spreewald       59          0         119         3             0
                       Elbe-Elster       27          2           0         1             0
                  Frankfurt (Oder)        6          0          59         0             0
                         Havelland       38          0           0         2             0
                 Märkisch-Oderland       70          7         686        11             0
                         Oberhavel       76          4         647         6             1
             Oberspreewald-Lausitz       14          0         200         0             0
                        Oder-Spree       69          5          46         3             0
                Ostprignitz-Ruppin       11          0           0         0             0
                           Potsdam       83          0         500        23             2
                Potsdam-Mittelmark       72          0         128         4             0
                          Prignitz        9          0           0         0             0
                       Spree-Neiße       40          6         131         1             0
                    Teltow-Fläming       40          4          55         2             0
                         Uckermark        8          0           0         2             0
               Ludwigslust-Parchim       31          0           0         0             0
       Mecklenburgische Seenplatte       46          0           0         0             0
               Nordwestmecklenburg       25          0           0         0             0
                           Rostock       48          1           0         0             0
                           Rostock       25          3           0         0             0
                          Schwerin       56          2          87         0             0
             Vorpommern-Greifswald       46          0           0         0             0
                  Vorpommern-Rügen       33          5           0         0             0
                           Bautzen      141          9         957         3             1
                          Chemnitz       74          0           0         0             0
                           Dresden      287          0           0         0             2
                   Erzgebirgskreis       76          0           0         0             0
                           Görlitz       59          6         224         4             1
                           Leipzig      242          0        1207        18             0
                           Leipzig       72          0         402         3             0
                            Meißen       42          0         349         6             1
                     Mittelsachsen       68          0         238         0             0
                       Nordsachsen       29          0         376         0             0
  Sächsische Schweiz-Osterzgebirge      112          2           0         0             0
                     Vogtlandkreis       80          0           0         0             1
                           Zwickau      267          0         635        11             3
            Altmarkkreis Salzwedel       12          0          95         2             0
                 Anhalt-Bitterfeld       30          0         190         0             0
                             Börde       50          2           0         0             0
                   Burgenlandkreis       27          3         159         0             0
                     Dessau-Roßlau       20          0           0         0             0
                     Halle (Saale)      113          0           0        25             1
                              Harz       38          0         196         0             0
                   Jerichower Land       16          0          94         0             0
                         Magdeburg       71          0           0         0             0
                  Mansfeld-Südharz       16          0         156         0             0
                        Saalekreis       50          0         218         0             0
                     Salzlandkreis       37          7         132         0             0
                           Stendal       33          0         270         0             1
                        Wittenberg       62          0          54         6             0
                  Altenburger Land       18          5           0         1             0
                         Eichsfeld       41          1           0         3             0
                          Eisenach        3          1           4         1             0
                            Erfurt       72         15         813         0             0
                              Gera        8          1           0         0             0
                             Gotha       20          0           0         0             0
                             Greiz      103          8           0         8             2
                    Hildburghausen        6          0           0         0             0
                         Ilm-Kreis       43          3         463         0             1
                              Jena      110          5           0         7             1
                   Kyffhäuserkreis       19          6           0         3             0
                        Nordhausen       10          1           0         2             0
              Saale-Holzland-Kreis       21          7         325         2             0
                  Saale-Orla-Kreis       27          3           0         3             0
               Saalfeld-Rudolstadt       25          3           0         1             0
            Schmalkalden-Meiningen       25          4           0         0             0
                          Sömmerda       20          2           6         2             0
                         Sonneberg       16          1           0         0             0
                              Suhl        5          1         552         1             0
             Unstrut-Hainich-Kreis       10          1         382         2             0
                     Wartburgkreis       15          4         135         1             0
                            Weimar       24          5           0         1             0
                     Weimarer Land       17          3           0         2             1
